,Dallas Roughnecks,,Kurt,Gibson,Kurt Gibson,Kurt
4/29/17,Montreal Royal,Toronto Rush,Andr_,Arsenault,Andr_ Arsenault,Andr_ Arsenault
4/29/17,Montreal Royal,Toronto Rush,Malik,Auger-Semmar,Malik Auger-Semmar,Auger M
4/29/17,Montreal Royal,Toronto Rush,Quentin,Bonnaud,Quentin Bonnaud,Bonnaud
4/29/17,Montreal Royal,Toronto Rush,Steve,Bonneau,Steve Bonneau,Bonneau
4/29/17,Montreal Royal,Toronto Rush,Francis,Breton,Francis Breton,Francis Breton
4/29/17,Montreal Royal,Toronto Rush,F_lix-Antoine,Daigle,F_lix-Antoine Daigle,F_lix-Antoine Daigle
4/29/17,Montreal Royal,Toronto Rush,Nathan,Dandurand,Nathan Dandurand,Nathan Dandurand
4/29/17,Montreal Royal,Toronto Rush,Antoine,Genest,Antoine Genest,Antoine Genest
4/29/17,Montreal Royal,Toronto Rush,Joseph,Genest,Joseph Genest,Joseph Genest
4/29/17,Montreal Royal,Toronto Rush,Miguel,Goderre,Miguel Goderre,Miguel Goderre
4/29/17,Montreal Royal,Toronto Rush,Basile,Limoges,Basile Limoges,Limoges
4/29/17,Montreal Royal,Toronto Rush,Nasser,Mbae Vogel,Nasser Mbae Vogel,Nasser Mbae Vogel
4/29/17,Montreal Royal,Toronto Rush,Gabriel,Monfette,Gabriel Monfette,Gabriel Monfette
4/29/17,Montreal Royal,Toronto Rush,Kevin,Quinlan,Kevin Quinlan,Kevin Quinlan
4/29/17,Montreal Royal,Toronto Rush,Maxwell,Rick,Maxwell Rick,Maxwell Rick
4/29/17,Montreal Royal,Toronto Rush,Jean-Philippe,Riopel,Jean-Philippe Riopel,Jean-Philippe Riopel
4/29/17,Montreal Royal,Toronto Rush,Jacob,Saunders,Jacob Saunders,Jacob Saunders
4/29/17,Montreal Royal,Toronto Rush,Philippe,Thivierge,Philippe Thivierge,Philippe Thivierge
4/29/17,Montreal Royal,Toronto Rush,Francis,Vall_e,Francis Vall_e,Francis Vallee
4/29/17,Montreal Royal,Toronto Rush,Mike,Voelpel,Mike Voelpel,Mike Voelpel
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Zechariah,Avello,Zechariah Avello,Z Avello
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Ben,Breault,Ben Breault,Ben B
4/29/17,Nashville Nightwatch,Dallas Roughnecks,John,Carden,John Carden,Carden
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Tyler,Conger,Tyler Conger,Conger
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Jesse,Dahms,Jesse Dahms,Jesse D
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Phillip,Dougherty,Phillip Dougherty,Phil D
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Matthew,Gallin,Matthew Gallin,Slater
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Colin,Grandon,Colin Grandon,Colin
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Corey,Hardesty,Corey Hardesty,Corey
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Patrick,Lindsey,Patrick Lindsey,Lindsey
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Justin,Moore,Justin Moore,J Moore
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Danny,On,Danny On,Danny On
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Javier,Ortiz,Javier Ortiz,Javi
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Xavier,Payne,Xavier Payne,Xavier
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Mark,Philipson,Mark Philipson,Mark
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Tom,Radcliffe,Tom Radcliffe,Radcliff
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Jesse,Shofner,Jesse Shofner,Jesse S
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Blake,Waldron,Blake Waldron,Blake W
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Kyle,Welch,Kyle Welch,Kyle W
4/29/17,Nashville Nightwatch,Dallas Roughnecks,Jake,Wright,Jake Wright,Jake W
4/29/17,New York Empire,Philadelphia Phoenix,Josh,Alorro,Josh Alorro,Alorro J
4/29/17,New York Empire,Philadelphia Phoenix,Matt,Auletta,Matt Auletta,Aulett M
4/29/17,New York Empire,Philadelphia Phoenix,Jeff,Babbitt,Jeff Babbitt,Babbit J
4/29/17,New York Empire,Philadelphia Phoenix,Taylor,Brooks,Taylor Brooks,Brooks T
4/29/17,New York Empire,Philadelphia Phoenix,Clark,Cofer,Clark Cofer,Cofer C
4/29/17,New York Empire,Philadelphia Phoenix,Mike,Drost,Mike Drost,Drost M
4/29/17,New York Empire,Philadelphia Phoenix,Ryan,Drost,Ryan Drost,Drost R
4/29/17,New York Empire,Philadelphia Phoenix,Harper,Garvey,Harper Garvey,Garvey H
4/29/17,New York Empire,Philadelphia Phoenix,Ryan,Holmes,Ryan Holmes,Holmes R
4/29/17,New York Empire,Philadelphia Phoenix,Ben,Ivers,Ben Ivers,Ivers B
4/29/17,New York Empire,Philadelphia Phoenix,Peter,Kalmakis,Peter Kalmakis,Kalmak P
4/29/17,New York Empire,Philadelphia Phoenix,Conor,Kline,Conor Kline,Kline C
4/29/17,New York Empire,Philadelphia Phoenix,Markian,Kuzmowycz,Markian Kuzmowycz,Kuzmow M
4/29/17,New York Empire,Philadelphia Phoenix,Matt,Lemar,Matt Lemar,Lemar M
4/29/17,New York Empire,Philadelphia Phoenix,Sam,Little,Sam Little,Little S
4/29/17,New York Empire,Philadelphia Phoenix,Kevin,Norton,Kevin Norton,Norton K
4/29/17,New York Empire,Philadelphia Phoenix,Jake,Price,Jake Price,Price J
4/29/17,New York Empire,Philadelphia Phoenix,Conrad,Schloer,Conrad Schloer,Schlor C
4/29/17,New York Empire,Philadelphia Phoenix,Matt,Stevens,Matt Stevens,Steven M
4/29/17,New York Empire,Philadelphia Phoenix,John,Wodatch,John Wodatch,Wodatc J
4/29/17,Ottawa Outlaws,DC Breeze,Derek,Alexander,Derek Alexander,Derek A
4/29/17,Ottawa Outlaws,DC Breeze,Alec,Arsenault,Alec Arsenault,Alec A
4/29/17,Ottawa Outlaws,DC Breeze,Nick,Boucher,Nick Boucher,Nick B
4/29/17,Ottawa Outlaws,DC Breeze,Jason,Duiella,Jason Duiella,Jason D
4/29/17,Ottawa Outlaws,DC Breeze,Leon,Forest-Nault,Leon Forest-Nault,L_on FN
4/29/17,Ottawa Outlaws,DC Breeze,Craig,Froats,Craig Froats,Craig F
4/29/17,Ottawa Outlaws,DC Breeze,Kinley,Gee,Kinley Gee,Kinley G
4/29/17,Ottawa Outlaws,DC Breeze,David,Hochhalter,David Hochhalter,Dave H
4/29/17,Ottawa Outlaws,DC Breeze,Erik,Hunter,Erik Hunter,Eric H
4/29/17,Ottawa Outlaws,DC Breeze,David,Janssen,David Janssen,DJ
4/29/17,Ottawa Outlaws,DC Breeze,Pierre,Lemerle,Pierre Lemerle,Pierre L
4/29/17,Ottawa Outlaws,DC Breeze,Jordan,McGregor,Jordan McGregor,Jordan M
4/29/17,Ottawa Outlaws,DC Breeze,Paul,Mensah,Paul Mensah,P Mensah
4/29/17,Ottawa Outlaws,DC Breeze,Luca,Miglioretto,Luca Miglioretto,Luca M
4/29/17,Ottawa Outlaws,DC Breeze,Russ,Nicolls,Russ Nicolls,Russ N
4/29/17,Ottawa Outlaws,DC Breeze,Matt,O'Brien,Matt O'Brien,M OBrien
4/29/17,Ottawa Outlaws,DC Breeze,Andrew,Ouchterlony,Andrew Ouchterlony,Andy O
4/29/17,Ottawa Outlaws,DC Breeze,Paul,Renaud,Paul Renaud,P Renaud
4/29/17,Ottawa Outlaws,DC Breeze,Tyler,Sadler,Tyler Sadler,Tyler S
4/29/17,Ottawa Outlaws,DC Breeze,Carson,Turner,Carson Turner,Carson T
4/29/17,Philadelphia Phoenix,New York Empire,Mike,Arcata,Mike Arcata,Mike Arcata
4/29/17,Philadelphia Phoenix,New York Empire,Ryan,Brown,Ryan Brown,Ryan B
4/29/17,Philadelphia Phoenix,New York Empire,Marques,Brownlee,Marques Brownlee,Brownlee
4/29/17,Philadelphia Phoenix,New York Empire,Charles,Cannon,Charles Cannon,Charles Cannon
4/29/17,Philadelphia Phoenix,New York Empire,Matt,Esser,Matt Esser,Matt Esser
4/29/17,Philadelphia Phoenix,New York Empire,William,Hoehne,William Hoehne,William Hoehne
4/29/17,Philadelphia Phoenix,New York Empire,Quinn,Hunziker,Quinn Hunziker,Quinn H
4/29/17,Philadelphia Phoenix,New York Empire,Trey,Katzenbach,Trey Katzenbach,Trey Katzenbach
4/29/17,Philadelphia Phoenix,New York Empire,Paul,Klimkowski,Paul Klimkowski,Paul K
4/29/17,Philadelphia Phoenix,New York Empire,Andrew,Manganelli,Andrew Manganelli,Andrew M
4/29/17,Philadelphia Phoenix,New York Empire,Greg,Martin,Greg Martin,Greg Martin
4/29/17,Philadelphia Phoenix,New York Empire,Sean,Mott,Sean Mott,Sean Mott
4/29/17,Philadelphia Phoenix,New York Empire,Eric,Nardelli,Eric Nardelli,Nard
4/29/17,Philadelphia Phoenix,New York Empire,Stephen,Ng,Stephen Ng,StNg
4/29/17,Philadelphia Phoenix,New York Empire,Glenn,Poole,Glenn Poole,Glenn Poole
4/29/17,Philadelphia Phoenix,New York Empire,Steve,Rosso,Steve Rosso,Steve Rosso
4/29/17,Philadelphia Phoenix,New York Empire,Mac,Rushing,Mac Rushing,Mac
4/29/17,Philadelphia Phoenix,New York Empire,Dustin,Sullivan,Dustin Sullivan,Dustin Sullivan
4/29/17,Philadelphia Phoenix,New York Empire,Ken,Wells,Ken Wells,Kdubs
4/29/17,Philadelphia Phoenix,New York Empire,Scott,Xu,Scott Xu,Scottie
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Ethan,Beardsley,Ethan Beardsley,Beards E
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Aaron,Buss,Aaron Buss,Buss A
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Jon,DeAmicis,Jon DeAmicis,DeAmic J
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Tyler,DeGirolamo,Tyler DeGirolamo,DeGiro T
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Pat,Earles,Pat Earles,Earles P
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Jesse,Evans,Jesse Evans,Evans J
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Max,Fedorenko,Max Fedorenko,Fedore M
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Kenny,Furdella,Kenny Furdella,Furdel K
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Nick,Gigliotti,Nick Gigliotti,Giglio N
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Pat,Hammonds,Pat Hammonds,Hammon P
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Jack,Hefferon,Jack Hefferon,Heffer J
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Jon,Mast,Jon Mast,Mast J
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Xavier,Maxstadt,Xavier Maxstadt,Maxsta X
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Anson,Reppermund,Anson Reppermund,Repper A
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Jordan,Robarge,Jordan Robarge,Robarg J
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Isaac,Smith,Isaac Smith,Smith I
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Max,Thorne,Max Thorne,Thorne M
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Scott,Trimble,Scott Trimble,Trimbl S
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Josh,Tsung,Josh Tsung,Tsung J
4/29/17,Pittsburgh Thunderbirds,Indianapolis AlleyCats,Tad,Wissel,Tad Wissel,Wissel T
4/29/17,Raleigh Flyers,Austin Sol,Justin,Allen,Justin Allen,AllenJus
4/29/17,Raleigh Flyers,Austin Sol,Kiron,Allen,Kiron Allen,Kiron Allen
4/29/17,Raleigh Flyers,Austin Sol,Matt,Bode,Matt Bode,Matt Bode
4/29/17,Raleigh Flyers,Austin Sol,Brian,Casey,Brian Casey,Brian Casey
4/29/17,Raleigh Flyers,Austin Sol,Ben,Dieter,Ben Dieter,Ben Dieter
4/29/17,Raleigh Flyers,Austin Sol,Jacob,Fairfax,Jacob Fairfax,Jacob Fairfax
4/29/17,Raleigh Flyers,Austin Sol,Nate,Goff,Nate Goff,GoffNate
4/29/17,Raleigh Flyers,Austin Sol,Josh,Hartzog,Josh Hartzog,HartzogJ
4/29/17,Raleigh Flyers,Austin Sol,Micah,Hood,Micah Hood,HoodMica
4/29/17,Raleigh Flyers,Austin Sol,Brett,Matzuka,Brett Matzuka,Brett Matzuka
4/29/17,Raleigh Flyers,Austin Sol,Tim,McAllister,Tim McAllister,McAllisT
4/29/17,Raleigh Flyers,Austin Sol,Terrence,Mitchell,Terrence Mitchell,Terrence Mitchell
4/29/17,Raleigh Flyers,Austin Sol,Jacob,Mouw,Jacob Mouw,Jacob Mouw
4/29/17,Raleigh Flyers,Austin Sol,Charlie,Muniz,Charlie Muniz,Charlie Muniz
4/29/17,Raleigh Flyers,Austin Sol,Jonathan,Nethercutt,Jonathan Nethercutt,"Jonathan ""Nutt"" Nethercutt"
4/29/17,Raleigh Flyers,Austin Sol,Mike,Pannone,Mike Pannone,Mike Pannone
4/29/17,Raleigh Flyers,Austin Sol,David,Richardson,David Richardson,RichardD
4/29/17,Raleigh Flyers,Austin Sol,Noah,Saul,Noah Saul,Noah Saul
4/29/17,Raleigh Flyers,Austin Sol,Danny,Schmitt,Danny Schmitt,Danny Schmitt
4/29/17,Raleigh Flyers,Austin Sol,David,Snoke,David Snoke,SnokeDav
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Patrick,Baylis,Patrick Baylis,Patrick Baylis
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Kevin,Cocks,Kevin Cocks,Kevin Cocks
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Greg,Cohen,Greg Cohen,Greg Cohen
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Lucas,Dallmann,Lucas Dallmann,Lucas Dallmann
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Antoine,Davis,Antoine Davis,Antoine Davis
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Lior,Givol,Lior Givol,Lior Givol
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Sam,Kanner,Sam Kanner,Sam Kanner
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Eli,Kerns,Eli Kerns,Kerns
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Cody,Kirkland,Cody Kirkland,Cody Kirkland
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Byron,Liu,Byron Liu,Byron Liu
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Scott,Miller,Scott Miller,Miller S
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Brett,Petersen,Brett Petersen,Brett Petersen
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Cassidy,Rasmussen,Cassidy Rasmussen,Cassidy Rasmussen
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Seth,Reinhardt,Seth Reinhardt,Seth Reinhardt
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Marcelo,Sanchez,Marcelo Sanchez,Marcelo Sanchez
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Michael,Spear,Michael Spear,Michael Spear
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Matty,Sung,Matty Sung,Sung Mat
4/29/17,San Francisco Flamethrowers,Los Angeles Aviators,Vincenzo,Vitiello,Vincenzo Vitiello,Vincenzo Vitiello
4/29/17,San Jose Spiders,Vancouver Riptide,David,Abram,David Abram,David Abram
4/29/17,San Jose Spiders,Vancouver Riptide,Tommy,Adams,Tommy Adams,Tommy Adams
4/29/17,San Jose Spiders,Vancouver Riptide,Sam,Adamson,Sam Adamson,Sam Adamson
4/29/17,San Jose Spiders,Vancouver Riptide,Evan,Boucher,Evan Boucher,Evan Boucher
4/29/17,San Jose Spiders,Vancouver Riptide,Evan,Brydon,Evan Brydon,Evan Brydon
4/29/17,San Jose Spiders,Vancouver Riptide,Chuck,Cao,Chuck Cao,Chuck Cao
4/29/17,San Jose Spiders,Vancouver Riptide,Chris,Cogswell,Chris Cogswell,Chris Cogswell
4/29/17,San Jose Spiders,Vancouver Riptide,Matthew,Crawford,Matthew Crawford,Matthew Crawford
4/29/17,San Jose Spiders,Vancouver Riptide,Mike,Dirda,Mike Dirda,Mike Dirda
4/29/17,San Jose Spiders,Vancouver Riptide,Brandon,Fein,Brandon Fein,Brandon Fein
4/29/17,San Jose Spiders,Vancouver Riptide,Jeremy,Kharrazi,Jeremy Kharrazi,Jeremy Kharrazi
4/29/17,San Jose Spiders,Vancouver Riptide,Drew,Kim,Drew Kim,Drew Kim
4/29/17,San Jose Spiders,Vancouver Riptide,Ian,Meyer,Ian Meyer,Ian Meyer
4/29/17,San Jose Spiders,Vancouver Riptide,Justin,Norden,Justin Norden,Justin Norden
4/29/17,San Jose Spiders,Vancouver Riptide,Alec,Surmani,Alec Surmani,Alec Surmani
4/29/17,San Jose Spiders,Vancouver Riptide,Kelly,Van Arsdale,Kelly Van Arsdale,Kelly Van Arsdale
4/29/17,San Jose Spiders,Vancouver Riptide,James,Yeager,James Yeager,James Yeager
4/29/17,San Jose Spiders,Vancouver Riptide,Sonny,Zaccaro,Sonny Zaccaro,Sonny Zaccaro
4/29/17,Toronto Rush,Montreal Royal,Connor,Armstrong,Connor Armstrong,Armstron
4/29/17,Toronto Rush,Montreal Royal,Jay,Boychuk,Jay Boychuk,Boychuk
4/29/17,Toronto Rush,Montreal Royal,Jonathan,Edwards,Jonathan Edwards,Edwards
4/29/17,Toronto Rush,Montreal Royal,Greg,Ellis,Greg Ellis,Ellis
4/29/17,Toronto Rush,Montreal Royal,Cameron,Harris,Cameron Harris,Harris
4/29/17,Toronto Rush,Montreal Royal,Gord,Harrison,Gord Harrison,Harrison
4/29/17,Toronto Rush,Montreal Royal,Jacky,Hau,Jacky Hau,Hau
4/29/17,Toronto Rush,Montreal Royal,Jason,Huynh,Jason Huynh,Huynh
4/29/17,Toronto Rush,Montreal Royal,Jeff,Lindquist,Jeff Lindquist,Linq
4/29/17,Toronto Rush,Montreal Royal,Iain,Mackenzie,Iain Mackenzie,Iain M
4/29/17,Toronto Rush,Montreal Royal,Mike,Mackenzie,Mike Mackenzie,Mike M
4/29/17,Toronto Rush,Montreal Royal,Jonathan,Martin,Jonathan Martin,Martin
4/29/17,Toronto Rush,Montreal Royal,Isaiah,Masek-Kelly,Isaiah Masek-Kelly,Isaiah
4/29/17,Toronto Rush,Montreal Royal,Thomson,McKnight,Thomson McKnight,McKnight
4/29/17,Toronto Rush,Montreal Royal,Jaret,Meron,Jaret Meron,Meron
4/29/17,Toronto Rush,Montreal Royal,Remi,Ojo,Remi Ojo,Ojo
4/29/17,Toronto Rush,Montreal Royal,Bretton,Tan,Bretton Tan,Tan
4/29/17,Toronto Rush,Montreal Royal,Paul,Tatulea,Paul Tatulea,Tatulea
4/29/17,Toronto Rush,Montreal Royal,Adrian,Yearwood,Adrian Yearwood,Yearwood
4/29/17,Toronto Rush,Montreal Royal,Marijo,Zlatic,Marijo Zlatic,Zlatic
4/29/17,Vancouver Riptide,San Jose Spiders,Ty,Barbieri,Ty Barbieri,Ty B
4/29/17,Vancouver Riptide,San Jose Spiders,Joel,Bellavance,Joel Bellavance,Joel
4/29/17,Vancouver Riptide,San Jose Spiders,Kevin,Chan,Kevin Chan,KChan
4/29/17,Vancouver Riptide,San Jose Spiders,Alex,Davis,Alex Davis,Davis
4/29/17,Vancouver Riptide,San Jose Spiders,Brayden,Gee,Brayden Gee,Brayden
4/29/17,Vancouver Riptide,San Jose Spiders,Kevin,Greer,Kevin Greer,KGreer
4/29/17,Vancouver Riptide,San Jose Spiders,Edward,Guo,Edward Guo,Guo
4/29/17,Vancouver Riptide,San Jose Spiders,Samson,Hoy,Samson Hoy,Samson
4/29/17,Vancouver Riptide,San Jose Spiders,Levi,Jeske,Levi Jeske,Levi
4/29/17,Vancouver Riptide,San Jose Spiders,Fred,Lam,Fred Lam,Fred
4/29/17,Vancouver Riptide,San Jose Spiders,Yi-Min,Lin,Yi-Min Lin,Yi-Min
4/29/17,Vancouver Riptide,San Jose Spiders,Kevin,Lore,Kevin Lore,KLore
4/29/17,Vancouver Riptide,San Jose Spiders,Greg,Moore,Greg Moore,Moore
4/29/17,Vancouver Riptide,San Jose Spiders,Nima,Mostaghim,Nima Mostaghim,Nima
4/29/17,Vancouver Riptide,San Jose Spiders,Ari,Nitikman,Ari Nitikman,Ari
4/29/17,Vancouver Riptide,San Jose Spiders,Alistair,Robb,Alistair Robb,Alistair
4/29/17,Vancouver Riptide,San Jose Spiders,Rumi,Tejpar,Rumi Tejpar,Rumi
4/29/17,Vancouver Riptide,San Jose Spiders,Tim,Tsang,Tim Tsang,Tim
4/29/17,Vancouver Riptide,San Jose Spiders,William,Vu,William Vu,Will Vu
4/29/17,Vancouver Riptide,San Jose Spiders,Peter,Yu,Peter Yu,Petey
4/30/17,Atlanta Hustle,Dallas Roughnecks,Ryan,Archibald,Ryan Archibald,Archie
4/30/17,Atlanta Hustle,Dallas Roughnecks,Evan,Boecking,Evan Boecking,Boecking
4/30/17,Atlanta Hustle,Dallas Roughnecks,Robert,Bradham,Robert Bradham,Bradham
4/30/17,Atlanta Hustle,Dallas Roughnecks,JP,Burns,JP Burns,JP Burns
4/30/17,Atlanta Hustle,Dallas Roughnecks,Josh,Bush,Josh Bush,Bush
4/30/17,Atlanta Hustle,Dallas Roughnecks,Sun,Choi,Sun Choi,Sun
4/30/17,Atlanta Hustle,Dallas Roughnecks,Matthew,Knowles,Matthew Knowles,Knowles
4/30/17,Atlanta Hustle,Dallas Roughnecks,Paul,Lally,Paul Lally,Lally
4/30/17,Atlanta Hustle,Dallas Roughnecks,Allan,Laviolette,Allan Laviolette,Allan L
4/30/17,Atlanta Hustle,Dallas Roughnecks,Max,Leonard,Max Leonard,Leonard
4/30/17,Atlanta Hustle,Dallas Roughnecks,Justin,Mattingly,Justin Mattingly,Justin M
4/30/17,Atlanta Hustle,Dallas Roughnecks,Christian,Olsen,Christian Olsen,C Olsen
4/30/17,Atlanta Hustle,Dallas Roughnecks,Sean,Sears,Sean Sears,Sears
4/30/17,Atlanta Hustle,Dallas Roughnecks,Matt,Smith,Matt Smith,M Smith
4/30/17,Atlanta Hustle,Dallas Roughnecks,Kyle,Stapleton,Kyle Stapleton,Kyle S
4/30/17,Atlanta Hustle,Dallas Roughnecks,Austin,Taylor,Austin Taylor,A Taylor
4/30/17,Atlanta Hustle,Dallas Roughnecks,Dylan,Tunnell,Dylan Tunnell,Dylan
4/30/17,Atlanta Hustle,Dallas Roughnecks,Josh,Turner,Josh Turner,Thor
4/30/17,Atlanta Hustle,Dallas Roughnecks,Nathan,Vickroy,Nathan Vickroy,Vickroy
4/30/17,Atlanta Hustle,Dallas Roughnecks,Kelvin,Williams,Kelvin Williams,Kelvin
4/30/17,Austin Sol,Jacksonville Cannons,Victor,Bautista,Victor Bautista,Victor Bautista Gonzalez
4/30/17,Austin Sol,Jacksonville Cannons,Mitchell,Bennett,Mitchell Bennett,Mitchell Bennett
4/30/17,Austin Sol,Jacksonville Cannons,Jason,Best,Jason Best,Jason Best
4/30/17,Austin Sol,Jacksonville Cannons,Chase,Cunningham,Chase Cunningham,Cunnin C
4/30/17,Austin Sol,Jacksonville Cannons,Aubrey,Davis,Aubrey Davis,Aubrey Davis
4/30/17,Austin Sol,Jacksonville Cannons,Caleb,Denecour,Caleb Denecour,Deneco C
4/30/17,Austin Sol,Jacksonville Cannons,Brandon,Dial,Brandon Dial,Dial B
4/30/17,Austin Sol,Jacksonville Cannons,Michael,Hays,Michael Hays,Hays M
4/30/17,Austin Sol,Jacksonville Cannons,Michael,Matthis,Michael Matthis,Michael Matthis
4/30/17,Austin Sol,Jacksonville Cannons,Nash,Mock,Nash Mock,Nash Mock
4/30/17,Austin Sol,Jacksonville Cannons,Lucky,Mosola,Lucky Mosola,Mosola L
4/30/17,Austin Sol,Jacksonville Cannons,Rory,Orloff,Rory Orloff,Orloff R
4/30/17,Austin Sol,Jacksonville Cannons,Ryan,Purcell,Ryan Purcell,Purcel R
4/30/17,Austin Sol,Jacksonville Cannons,Jake,Reinhardt,Jake Reinhardt,Reinha J
4/30/17,Austin Sol,Jacksonville Cannons,Doug,Richardson,Doug Richardson,Richar D
4/30/17,Austin Sol,Jacksonville Cannons,Nathan,Sany,Nathan Sany,Sany N
4/30/17,Austin Sol,Jacksonville Cannons,Jason,Schafer,Jason Schafer,Schafe J
4/30/17,Austin Sol,Jacksonville Cannons,Andrew,Walch,Andrew Walch,Walch A
4/30/17,Austin Sol,Jacksonville Cannons,Mick,Walter,Mick Walter,Mick Walter
4/30/17,Austin Sol,Jacksonville Cannons,Carson,Wilder,Carson Wilder,Wilder C
4/30/17,Dallas Roughnecks,Atlanta Hustle,Jake,Anderson,Jake Anderson,Jake Anderson
4/30/17,Dallas Roughnecks,Atlanta Hustle,Reid,Bacon,Reid Bacon,Reid Bacon
4/30/17,Dallas Roughnecks,Atlanta Hustle,Matt,Bennett,Matt Bennett,Matt Bennett
4/30/17,Dallas Roughnecks,Atlanta Hustle,Abe,Coffin,Abe Coffin,Abe Coffin
4/30/17,Dallas Roughnecks,Atlanta Hustle,Patrick,Eberle,Patrick Eberle,Patrick Eberle
4/30/17,Dallas Roughnecks,Atlanta Hustle,Daniel,Emmons,Daniel Emmons,Daniel Emmons
4/30/17,Dallas Roughnecks,Atlanta Hustle,Jay,Froude,Jay Froude,Jay Froude
4/30/17,Dallas Roughnecks,Atlanta Hustle,Casey,Hogg,Casey Hogg,Casey Hogg
4/30/17,Dallas Roughnecks,Atlanta Hustle,Jason,Holleran,Jason Holleran,Jason Holleran
4/30/17,Dallas Roughnecks,Atlanta Hustle,Chris,Larberg,Chris Larberg,Chris Larberg
4/30/17,Dallas Roughnecks,Atlanta Hustle,Ben,Lohre,Ben Lohre,Ben Lohre
4/30/17,Dallas Roughnecks,Atlanta Hustle,Brandon,Malecek,Brandon Malecek,Brandon Malecek
4/30/17,Dallas Roughnecks,Atlanta Hustle,Kai,Marshall,Kai Marshall,Kai Marshall
4/30/17,Dallas Roughnecks,Atlanta Hustle,Chris,Mazur,Chris Mazur,Chris Mazur
4/30/17,Dallas Roughnecks,Atlanta Hustle,Stanley,Peterson,Stanley Peterson,Stanley Peterson
4/30/17,Dallas Roughnecks,Atlanta Hustle,Thomas,Slack,Thomas Slack,Thomas Slack
4/30/17,Dallas Roughnecks,Atlanta Hustle,Dalton,Smith,Dalton Smith,Dalton Smith
4/30/17,Ottawa Outlaws,Philadelphia Phoenix,Derek,Alexander,Derek Alexander,Derek A
4/30/17,Ottawa Outlaws,Philadelphia Phoenix,Alec,Arsenault,Alec Arsenault,Alec A
4/30/17,Ottawa Outlaws,Philadelphia Phoenix,Geoff,Bevan,Geoff Bevan,Bevan
4/30/17,Ottawa Outlaws,Philadelphia Phoenix,Nick,Boucher,Nick Boucher,Nick
4/30/17,Ottawa Outlaws,Philadelphia Phoenix,Jason,Duiella,Jason Duiella,Jason D
